1001,Channel 1001,,2011-08-17T08:40:13Z,2014-08-01T19:20:58Z,0.0,0.0,,28,,u'temperature'| u'Light'
1002,HAH,Home Automated Hub (HAH),2011-08-18T12:07:39Z,2014-08-01T19:20:58Z,0.0,0.0,,18916,'HAH Arduino',u'Outside Temp'| u'Current Cost Watts'| u'HAH Temp'
1008,TestJbr,test C#,2011-08-20T13:02:50Z,2014-08-01T19:20:58Z,0.0,0.0,,71,,u'Button1'| u'Capt1'
1010,Channel 1010,Radio Thermostat,2011-08-20T18:08:17Z,2013-09-19T06:55:50Z,0.0,0.0,,697,,u'Heat Time'| u'Cool Time'
1001,Channel 1001,,2011-08-17T08:40:13Z,2014-08-01T19:20:58Z,0.0,0.0,,28,,u'temperature'| u'Light'
1002,HAH,Home Automated Hub (HAH),2011-08-18T12:07:39Z,2014-08-01T19:20:58Z,0.0,0.0,,18916,'HAH Arduino',u'Outside Temp'| u'Current Cost Watts'| u'HAH Temp'
1001,Channel 1001,,2011-08-17T08:40:13Z,2014-08-01T19:20:58Z,0.0,0.0,,28,,u'temperature'| u'Light'
1002,HAH,Home Automated Hub (HAH),2011-08-18T12:07:39Z,2014-08-01T19:20:58Z,0.0,0.0,,18916,'HAH Arduino',u'Outside Temp'| u'Current Cost Watts'| u'HAH Temp'
